code,tickers,name,industry
2521,2521.HK,SHENGHUI CLEANNESS GROUP HLDGS LTD,Commercial Services
9882,9882.HK,BEST LINKING GROUP HOLDINGS LTD,Producer Manufacturing
1085,1085.HK,HENGXIN TECHNOLOGY LTD,Producer Manufacturing
2442,2442.HK,EASY SMART GROUP HLDGS LTD,Electronic Technology
2126,2126.HK,JW (CAYMAN) THERAPEUTICS CO. LTD,Health Technology
0809,0809.HK,GLOBAL BIO-CHEM TECHNOLOGY,Process Industries
0370,0370.HK,CHINA BEST GROUP HLDG,Distribution Services
0610,0610.HK,WAI KEE HOLDINGS,Industrial Services
1243,1243.HK,WANG ON PROPERTIES LTD,Finance
0191,0191.HK,LAI SUN GARMENT INTERNATIONAL LTD,Finance
0676,0676.HK,PEGASUS INTERNATIONAL HLDGS,Consumer Non-Durables
1943,1943.HK,KINGS STONE HLDGS GROUP LTD,Non-Energy Minerals
0089,0089.HK,TAI SANG LAND DEVELOPMENT CO,Finance
1481,1481.HK,SMART GLOBE HOLDINGS LTD,Consumer Services
6966,6966.HK,CHINA WAN TONG YUAN (HOLDINGS) LTD,Consumer Services
3389,3389.HK,HENGDELI HOLDINGS LIMITED,Consumer Durables
2175,2175.HK,CHINA GENERAL EDUCATION GROUP LTD,Consumer Services
2231,2231.HK,JY GRANDMARK HOLDINGS LTD,Finance
0938,0938.HK,MAN SANG INTERNATIONAL,Finance
8609,8609.HK,EGGRICULTURE FOODS LTD,Process Industries
0618,0618.HK,PEKING UNIV RES (HLDGS) CO LIMITED,Technology Services
0733,0733.HK,HOPEFLUENT GROUP HLDGS LTD,Finance
1285,1285.HK,JIASHILI GROUP LIMITED,Consumer Non-Durables
1201,1201.HK,TESSON HOLDINGS LIMITED,Finance
0082,0082.HK,CRAZY SPORTS GROUP LTD,Technology Services
1522,1522.HK,BII RAILWAY TRANSPORTATION TECH HOL,Technology Services
0727,0727.HK,CROWN INTERNATIONAL CORPORATION LTD,Commercial Services
1161,1161.HK,WATER OASIS GROUP,Consumer Services
1909,1909.HK,FIRE ROCK HOLDINGS LIMITED,Technology Services
0701,0701.HK,CNT GROUP LTD,Process Industries
0264,0264.HK,CHINA INTL DEVELOPMENT CORP LTD,Consumer Non-Durables
0129,0129.HK,ASIA STANDARD INTL GROUP,Finance
2163,2163.HK,CHANGSHA BROAD HOMES INDL GP CO LTD,Non-Energy Minerals
0655,0655.HK,HONGKONG CHINESE,Finance
0771,0771.HK,AUTOMATED SYSTEMS HLDGS,Technology Services
0825,0825.HK,NEW WORLD DEPARTMENT STORE CHINA,Retail Trade
6123,6123.HK,YTO INTL EXPRESS & SUPPLY CHAIN TEC,Transportation
6909,6909.HK,BETTERLIFE HOLDING LTD,Retail Trade
3828,3828.HK,MING FAI INTTERNATIONAL HOLDING LTD,Producer Manufacturing
2458,2458.HK,GALA TECHNOLOGY HOLDING LIMITED,Technology Services
1203,1203.HK,GDH GUANGNAN (HOLDINGS) LTD,Non-Energy Minerals
1244,1244.HK,3D MEDICINES INC,Health Technology
2329,2329.HK,GLORY HEALTH INDUSTRY LTD,Finance
2281,2281.HK,LUZHOU XINGLU WATER (GP) CO LTD,Utilities
2881,2881.HK,WUHAN YOUJI HLDGS LTD,Process Industries
2306,2306.HK,YH ENTERTAINMENT GROUP,Commercial Services
0225,0225.HK,POKFULAM DEVELOPMENT CO,Finance
6996,6996.HK,ANTENGENE CORP LTD,Health Technology
3686,3686.HK,CLIFFORD MODERN LIVING HLDGS LTD,Finance
1300,1300.HK,TRIGIANT GROUP LTD,Electronic Technology
0422,0422.HK,VIETNAM MANUFACTURING & EXPORT PROC,Consumer Durables
0556,0556.HK,PAN ASIA ENVIRONMENTAL PROTECTION G,Producer Manufacturing
8391,8391.HK,CORNERSTONE TECHNOLOGIES HLDGS LTD,Commercial Services
0413,0413.HK,SOUTH CHINA HOLDINGS CO LTD,Consumer Durables
0860,0860.HK,APOLLO FUTURE MOBILITY GP LTD (BM),Consumer Durables
0301,0301.HK,SANVO FINE CHEMICALS GROUP LTD,Process Industries
1346,1346.HK,LEVER STYLE CORPORATION,Consumer Non-Durables
2210,2210.HK,BEIJING CAPITAL JIAYE PPTY SVCS CO,Finance
0852,0852.HK,STRONG PETROCHEMICAL HOLDINGS LTD.,Distribution Services
0021,0021.HK,GREAT CHINA HLDGS (HONG KONG) LTD,Finance
1673,1673.HK,HUAZHANG TECHNOLOGY HOLDING LIMITED,Producer Manufacturing
0621,0621.HK,TAUNG GOLD INTERNATIONAL LTD,Energy Minerals
1036,1036.HK,VANKE OVERSEAS INV HLDG CO LTD,Finance
2205,2205.HK,KANGQIAO SERVICE GROUP LTD,Finance
0789,0789.HK,ARTINI HLDGS LTD,Retail Trade
1925,1925.HK,KWUNGS AROMA HOLDINGS LTD,Producer Manufacturing
0980,0980.HK,LIANHUA SUPERMARKET HLDGS CO LTD,Retail Trade
2189,2189.HK,KATO (HK) HOLDINGS LTD,Health Services
8603,8603.HK,FAMEGLOW HOLDINGS LTD,Health Services
1563,1563.HK,ALLIANCE INTL EDU LEASING HLDS LTD,Finance
0929,0929.HK,IPE GROUP LTD,Electronic Technology
1945,1945.HK,ZERO2IPO HLDGS INC,Finance
1906,1906.HK,BONNY INTERNATIONAL HLDG LTD,Consumer Non-Durables
9686,9686.HK,XIKANG CLOUD HOSPITAL HOLDINGS INC,Technology Services
0606,0606.HK,SCE INTELLIGENT COMM MGMT HLDGS LTD,Finance
2389,2389.HK,BEIJING HEALTH (HOLDINGS) LTD,Health Services
0730,0730.HK,CAPITAL INDUSTRIAL FINANCIAL SERVIC,Transportation
0063,0063.HK,CHINA ASIA VALLEY GROUP LTD,Finance
0353,0353.HK,ENERGY INTL INV HLDGS LTD,Distribution Services
2222,2222.HK,NVC INTERNATIONAL HOLDINGS LTD,Producer Manufacturing
1518,1518.HK,NEW CENTURY HEALTHCARE HLDGS CO LTD,Health Services
2352,2352.HK,DOWELL SERVICE GROUP CO. LIMITED,Finance
9928,9928.HK,TIMES NEIGHBORHOOD HOLDINGS LTD,Finance
1118,1118.HK,GOLIK HOLDINGS,Non-Energy Minerals
2415,2415.HK,MEDSCI HEALTHCARE HOLDINGS LTD,Health Services
9939,9939.HK,KINTOR PHARMACEUTICAL LTD,Health Technology
0573,0573.HK,TAO HEUNG HOLDINGS LIMITED,Consumer Services
1293,1293.HK,GRAND BAOXIN AUTO GROUP LTD,Retail Trade
1973,1973.HK,TIAN TU CAPITAL CO LTD,Finance
6830,6830.HK,HUAZHONG IN-VEHICLE HOLDINGS CO LTD,Producer Manufacturing
0128,0128.HK,ENM HOLDINGS LTD,Retail Trade
0213,0213.HK,NATIONAL ELECTRONICS HLDGS,Consumer Durables
1489,1489.HK,GC CONSTRUCTION HOLDINGS LIMITED,Consumer Durables
2497,2497.HK,FUJING HOLDINGS CO LTD,Process Industries
8371,8371.HK,TASTE GOURMET GP LTD,Consumer Services
0875,0875.HK,CONGYU INTELLIGENT AGRIC HLDGS LTD,Process Industries
2392,2392.HK,XUAN WU CLOUD TECHNOLOGY HLDGS LTD,Technology Services
2131,2131.HK,NETJOY HLDGS LTD,Commercial Services
3848,3848.HK,HAOSEN FINTECH GROUP LTD,Finance
8095,8095.HK,BEIJING BEIDA JADE BIRD UNIVERSAL S,Technology Services
3623,3623.HK,CHINA SUCCESS FINANCE GP HLDGS LTD,Miscellaneous
2738,2738.HK,HUAJIN INTERNATIONAL HOLDINGS LTD,Non-Energy Minerals
0210,0210.HK,DAPHNE INTERNATIONAL HOLDINGS LTD.,Consumer Non-Durables
2279,2279.HK,YONGHE MEDICAL GROUP CO LTD,Health Services
1141,1141.HK,CMBC CAPITAL HOLDINGS LTD,Industrial Services
0757,0757.HK,SOLARGIGA ENERGY HOLDINGS LIMITED,Electronic Technology
1170,1170.HK,KINGMAKER FOOTWEAR HLDGS,Consumer Non-Durables
0832,0832.HK,CENTRAL CHINA REAL ESTATE LIMITED,Finance
2529,2529.HK,HOLLWIN URBAN OPERATION SERVICE GP,Finance
0334,0334.HK,CHINA DISPLAY OPTOELECTRONICS TECH,Electronic Technology
9639,9639.HK,WING LEE DEV CONSTR HLDGS LTD,Miscellaneous
6158,6158.HK,ZHENRO PROPERTIES GP LTD,Finance
0229,0229.HK,RAYMOND INDUSTRIAL,Consumer Durables
1125,1125.HK,LAI FUNG HLDGS,Finance
0320,0320.HK,COMPUTIME GROUP LIMITED,Electronic Technology
0166,0166.HK,NEW TIMES CORPORATION LTD,Distribution Services
1332,1332.HK,TOUYUN BIOTECH GROUP LTD,Process Industries
0640,0640.HK,INFINITY DEVELOPMENT HLDGS CO LTD,Process Industries
1861,1861.HK,PRECIOUS DRAGON TECH HLDGS LTD,Consumer Non-Durables
1442,1442.HK,INFINITY LOGISTICS & TRANS VENTURES,Transportation
0150,0150.HK,HYPEBEAST LTD,Commercial Services
2023,2023.HK,CHINA LUDAO TECHNOLOGY COMPANY LTD,Consumer Non-Durables
0623,0623.HK,SINOMEDIA HOLDING LIMITED,Commercial Services
2187,2187.HK,ZHIXIN GROUP HOLDING LTD,Non-Energy Minerals
2188,2188.HK,CHINA TITANS ENERGY TECHNOLOGY GP,Electronic Technology
2501,2501.HK,MAIYUE TECHNOLOGY LTD,Technology Services
0583,0583.HK,GREAT WALL PAN ASIA HOLDINGS LTD,Finance
0328,0328.HK,ALCO HOLDINGS,Consumer Durables
0406,0406.HK,YAU LEE HOLDINGS,Industrial Services
0828,0828.HK,DYNASTY FINE WINES GROUP LIMITED,Consumer Non-Durables
0046,0046.HK,COMPUTER & TECHNOLOGIES HLDGS,Technology Services
1817,1817.HK,MULSANNE GROUP HLDG LTD,Retail Trade
0542,0542.HK,CHINA CULTURAL TOURISM & AGRIC GP,Finance
1094,1094.HK,CHERISH SUNSHINE INTERNATIONAL LTD,Technology Services
6063,6063.HK,LOTUS HORIZON HLDGS LTD,Industrial Services
8521,8521.HK,WEBX INTERNATIONAL HLDGS CO LTD,Consumer Non-Durables
0474,0474.HK,ACESO LIFE SCIENCE GROUP LTD,Process Industries
1334,1334.HK,RUICHANG INTERNATIONAL HOLDINGS LTD,Producer Manufacturing
0896,0896.HK,HANISON CONSTRUCTION HOLDINGS,Industrial Services
8310,8310.HK,DAFENG PORT HESHUN TECH CO LIMITED,Distribution Services
0979,0979.HK,GREEN ENERGY GROUP,Process Industries
0668,0668.HK,DOYEN INTERNATIONAL HOLDINGS LTD,Finance
1985,1985.HK,MICROWARE GRP LTD,Technology Services
2125,2125.HK,STRAWBEAR ENTERTAINMENT GROUP,Consumer Services
6628,6628.HK,TRANSCENTA HOLDING LTD,Health Technology
1993,1993.HK,ASIARAY MEDIA GROUP LIMITED,Commercial Services
0040,0040.HK,GOLD PEAK TECHNOLOGY GROUP LTD,Electronic Technology
0924,0924.HK,KHOON GROUP LTD,Industrial Services
0366,0366.HK,LUKS GROUP (VIETNAM HOLDINGS) CO,Non-Energy Minerals
0690,0690.HK,UNI-BIO SCIENCE GROUP LIMITED,Health Technology
0137,0137.HK,JINHUI HLDGS CO,Transportation
0037,0037.HK,FAR EAST HOTELS & ENTERTAINMENT,Consumer Services
6913,6913.HK,SOUTH CHINA VOCATIONAL EDUCATION GR,Commercial Services
1520,1520.HK,VIRTUAL MIND HOLDING COMPANY LTD,Consumer Non-Durables
0496,0496.HK,KASEN INTERNATIONAL HLDGS,Consumer Durables
9689,9689.HK,JTF INTERNATIONAL HLDGS LTD,Distribution Services
0717,0717.HK,EMPEROR CAPITAL GROUP LTD,Finance
8021,8021.HK,WLS HOLDINGS LTD (BERMUDA),Industrial Services
1319,1319.HK,OI WAH PAWNSHOP CREDIT HOLDINGS LTD,Finance
0296,0296.HK,EMPEROR ENTERTAINMENT HOTEL LIMITED,Consumer Services
0726,0726.HK,DIT GROUP LTD,Finance
0216,0216.HK,CHINNEY INVESTMENTS,Finance
0595,0595.HK,AV CONCEPT HLDGS,Electronic Technology
2427,2427.HK,GUANZE MEDICAL INFORMATION INDUSTRY,Distribution Services
6068,6068.HK,WISDOM ED INTL HLDGS CO LTD,Consumer Services
2226,2226.HK,HONWORLD GROUP LIMITED,Consumer Non-Durables
2167,2167.HK,TI CLOUD INC,Technology Services
8645,8645.HK,BYTE METAVERSE HOLDINGS LTD.,Technology Services
8037,8037.HK,CHINA BIOTECH SERVICES HLDGS LTD,Health Technology
3313,3313.HK,ARTGO HOLDINGS LIMITED,Non-Energy Minerals
2197,2197.HK,CLOVER BIOPHARMACEUTICALS LTD,Health Technology
0432,0432.HK,PACIFIC CENTURY PREMIUM DEVELOPMENT,Finance
2165,2165.HK,LING YUE SERVICES GROUP LTD,Finance
1556,1556.HK,CHINNEY KIN WING HOLDINGS LIMITED,Industrial Services
0643,0643.HK,CARRY WEALTH HLDGS,Consumer Non-Durables
0226,0226.HK,LIPPO LTD,Consumer Non-Durables
0925,0925.HK,BEIJING PROPERTIES HOLDINGS LIMITED,Finance
2119,2119.HK,TSIT WING INTERNATIONAL HLDGS LTD,Consumer Non-Durables
1895,1895.HK,XINYUAN PROPERTY MANAGEMENT SERVICE,Finance
1301,1301.HK,D&G TECHNOLOGY HOLDING CO.LTD,Producer Manufacturing
2321,2321.HK,SWANG CHAI CHUAN LTD,Consumer Non-Durables
1728,1728.HK,CHINA ZHENGTONG AUTO SVCS HLDGS LTD,Retail Trade
0487,0487.HK,SUCCESS UNIVERSE GROUP LIMITED,Consumer Services
0039,0039.HK,CHINA BEIDAHUANG INDY GP HLDGS LTD,Distribution Services
0455,0455.HK,TIANDA PHARMACEUTICALS LIMITED,Health Technology
0508,0508.HK,DINGYI GROUP INVESTMENT LTD,Finance
1418,1418.HK,SINOMAX GROUP LIMITED,Consumer Non-Durables
1022,1022.HK,FEIYU TECHNOLOGY INTL CO LTD,Technology Services
1262,1262.HK,LABIXIAOXIN SNACKS GROUP LTD,Consumer Non-Durables
0365,0365.HK,SINO ICT HLDGS LTD,Producer Manufacturing
8471,8471.HK,REACH NEW HLDGS LTD,Commercial Services
1708,1708.HK,NANJING SAMPLE TECHNOLOGY CO.LTD,Technology Services
6113,6113.HK,UTS MKTG SOLUTIONS HLDGS LTD,Commercial Services
0472,0472.HK,NEW SILKROAD CULTURALTAINMENT LTD,Finance
0605,0605.HK,CHINA FINANCIAL SERVICES HLDGS LTD,Finance
8659,8659.HK,YIK WO INTL HLGS LTD,Producer Manufacturing
8300,8300.HK,JIN MI FANG GROUP HOLDINGS LTD,Consumer Services
3398,3398.HK,CHINA TING GROUP H,Consumer Non-Durables
0149,0149.HK,CHINA AGRI-PRODUCTS EXCHANGE LTD.,Distribution Services
8005,8005.HK,YUXING INFOTECH INV HLDGS LTD,Electronic Technology
2107,2107.HK,FIRST SERVICE HOLDING LTD,Finance
2048,2048.HK,E-HOUSE(CHINA) ENTERPRISE HLDGS LTD,Finance
1068,1068.HK,CHINA YURUN FOOD GROUP LTD,Distribution Services
8418,8418.HK,OPTIMA AUTOMOBILE GROUP HOLDINGS LT,Consumer Services
1335,1335.HK,SHEEN TAI HOLDINGS GROUP CO LTD,Process Industries
0685,0685.HK,MEDIA CHINESE INTERNATIONAL LIMITED,Consumer Services
0330,0330.HK,ESPRIT HOLDINGS LTD,Retail Trade
1689,1689.HK,HUAXI HOLDINGS COMPANY LIMITED,Process Industries
0219,0219.HK,SHUN HO PROPERTY INVESTMENTS LTD,Consumer Services
8368,8368.HK,CREATIVE CHINA HOLDINGS LTD,Consumer Services
0295,0295.HK,KONG SUN HLDGS,Utilities
6833,6833.HK,SINCO PHARMACEUTICALS HOLDINGS LTD,Distribution Services
1265,1265.HK,TIANJIN JINRAN PUBLIC UTILITIES COM,Utilities
0831,0831.HK,CONVENIENCE RETAIL ASIA,Consumer Non-Durables
0543,0543.HK,PACIFIC ONLINE LIMITED,Commercial Services
1314,1314.HK,TSUI WAH HOLDINGS LIMITED,Consumer Services
0252,0252.HK,SOUTHEAST ASIA PROPERTIES & FINANCE,Process Industries
0236,0236.HK,SAN MIGUEL BREWERY HONG KONG,Consumer Non-Durables
0096,0096.HK,YUSEI HOLDINGS LTD,Process Industries
0679,0679.HK,ASIA TELE-NET & TECHNOLOGY CORP,Electronic Technology
0399,0399.HK,INNOVATIVE PHARMACEUTICAL BIOTECH L,Retail Trade
8026,8026.HK,CHINA BRILLIANT GLOBAL LTD,Distribution Services
1393,1393.HK,HIDILI INDS INTL DEVT LTD,Energy Minerals
1961,1961.HK,INFINITIES TECH INTL (CAYMAN) HLDG,Technology Services
1292,1292.HK,CHANGAN MINSHENG APLL LOGISTICS,Transportation
1466,1466.HK,AFFLUENT PARTNERS HLDGS LTD,Consumer Durables
1851,1851.HK,CHINA GINGKO EDUCATION GROUP CO LTD,Consumer Services
8189,8189.HK,TIANJIN TEDA BIOMEDICAL,Process Industries
0097,0097.HK,HENDERSON INVESTMENT,Retail Trade
2246,2246.HK,GOGOX HOLDINGS LTD,Transportation
1247,1247.HK,MIKO INTERNATIONAL HOLDINGS LIMITED,Consumer Non-Durables
3839,3839.HK,CHIA TAI ENTERPRISES INTL LTD,Health Technology
2239,2239.HK,SMIT HOLDINGS LTD,Electronic Technology
9600,9600.HK,NEWLINK TECHNOLOGY INC,Technology Services
0423,0423.HK,HONG KONG ECONOMIC TIME HLDG,Consumer Services
6885,6885.HK,HENAN JINMA ENERGY CO LTD,Energy Minerals
0500,0500.HK,FRONTIER SERVICES GROUP LIMITED,Transportation
0214,0214.HK,ASIA ORIENT HLDGS,Finance
0592,0592.HK,BOSSINI INTERNATIONAL HLDGS,Retail Trade
8426,8426.HK,MODERN LIVING INVESTMENTS HLDGS LTD,Finance
0922,0922.HK,ANXIAN YUAN CHINA HOLDINGS LIMITED,Distribution Services
0346,0346.HK,YANCHANG PETROLEUM INTL LTD,Distribution Services
0722,0722.HK,UMP HEALTHCARE HOLDINGS LIMITED,Health Services
2421,2421.HK,KRP DEVELOPMENT HOLDINGS LTD,Finance
1111,1111.HK,HUASHI GROUP HLDGS LTD,Commercial Services
1962,1962.HK,EVERGREEN PRODUCTS GP LTD,Consumer Non-Durables
3662,3662.HK,STARJOY WELLNESS AND TRAVEL CO LTD,Finance
0713,0713.HK,WORLD HOUSEWARE,Consumer Durables
2457,2457.HK,BUYANG INTERNATIONAL HOLDING INC,Producer Manufacturing
0673,0673.HK,CHINA HEALTH GROUP LTD,Distribution Services
6866,6866.HK,ZUOLI KECHUANG MICRO-FINANCE CO LTD,Finance
0585,0585.HK,IMAGI INTERNATIONAL HOLDINGS LTD,Finance
2115,2115.HK,CM HI-TECH CLEANROOM LTD,Producer Manufacturing
6118,6118.HK,AUSTAR LIFESCIENCE LIMITED,Producer Manufacturing
8629,8629.HK,GUANGDONG SYNTRUST GK TESTING AND C,Commercial Services
8178,8178.HK,CHINA INFORMATION TECHNOLOGY DEVELO,Technology Services
0612,0612.HK,DING YI FENG HLDGS GP INTL LTD,Miscellaneous
6988,6988.HK,JOY SPREADER GRP INC,Technology Services
2051,2051.HK,51 CREDIT CARD INC,Finance
1936,1936.HK,RITAMIX GLOBAL LTD,Process Industries
0433,0433.HK,NORTH MINING SHARES CO LTD,Non-Energy Minerals
2207,2207.HK,RONSHINE SERVICE HOLDING CO LTD,Finance
2503,2503.HK,ZHONGSHEN JIANYE HOLDING LTD,Industrial Services
1282,1282.HK,RENZE HARVEST INTERNATIONAL LTD,Finance
1915,1915.HK,YANGZHOU GUANGLING DISTRICT CO LTD,Finance
1978,1978.HK,LH GROUP LTD,Consumer Services
1202,1202.HK,CHENGDU SIWI SCIENCE & TECH CO LTD,Producer Manufacturing
0244,0244.HK,SINCERE CO,Retail Trade
1120,1120.HK,ARTS OPTICAL INTERNATIONAL HLDGS,Electronic Technology
0756,0756.HK,SUMMI (GROUP) HOLDINGS LTD,Consumer Non-Durables
0674,0674.HK,CHINA TANGSHANG HLDGS LTD,Finance
0607,0607.HK,FULLSHARE HOLDINGS LIMITED,Producer Manufacturing
1419,1419.HK,HUMAN HEALTH HOLDINGS LTD,Health Services
0280,0280.HK,KING FOOK HOLDINGS LIMITED,Retail Trade
2459,2459.HK,SANERGY GROUP LIMITED,Producer Manufacturing
0755,0755.HK,DEVGREAT GROUP LTD,Finance
0927,0927.HK,FUJIKON IND HOLDINGS,Consumer Durables
0641,0641.HK,CHTC FONG'S INTL CO LTD,Producer Manufacturing
6822,6822.HK,KING'S FLAIR INTL (HLDGS) LIMITED,Producer Manufacturing
1753,1753.HK,DUIBA GROUP LTD,Technology Services
2286,2286.HK,CHEN XING DEVELOPMENT HOLDINGS LTD,Finance
0987,0987.HK,CHINA RENEWABLE ENERGY INVESTMENT L,Utilities
1188,1188.HK,HYBRID KINETIC GROUP LIMITED,Producer Manufacturing
2347,2347.HK,YOHO GROUP HLDGS LTD,Retail Trade
1900,1900.HK,CHINA ITS (HLDGS)CO LTD,Technology Services
8316,8316.HK,CHINA HONGBAO HOLDINGS LTD,Industrial Services
1845,1845.HK,WEIGANG ENVIR TECH HLDG GP LTD,Industrial Services
1867,1867.HK,STANDARD DEVELOPMENT GROUP LTD,Industrial Services
0286,0286.HK,AIDIGONG MATERNAL & CHILD HLTH LTD,Health Services
2350,2350.HK,MTT GROUP HOLDINGS LTD,Technology Services
3368,3368.HK,PARKSON RETAIL GROUP LTD,Retail Trade
1251,1251.HK,SPT ENERGY GROUP INC,Energy Minerals
1587,1587.HK,SHINEROAD INTL HLDGS LTD,Distribution Services
6968,6968.HK,GANGLONG CHINA PROPERTY GROUP LTD,Finance
0827,0827.HK,KO YO CHEMICAL(GP) LTD,Process Industries
6033,6033.HK,TELECOM DIGITAL HOLDINGS LIMITED,Retail Trade
2230,2230.HK,MEDIALINK GROUP LTD,Consumer Services
1110,1110.HK,KINGWORLD MEDICINES GROUP LTD,Distribution Services
0764,0764.HK,ETERNITY INVESTMENT LIMITED,Retail Trade
0718,0718.HK,TAI UNITED HOLDINGS LTD,Finance
0582,0582.HK,SHIN HWA WORLD LTD,Consumer Services
0139,0139.HK,CENTRAL WEALTH GROUP HOLDINGS LTD,Consumer Durables
2168,2168.HK,KAISA PROSPERITY HLDGS LTD,Finance
6882,6882.HK,EGL HOLDINGS COMPANY LIMITED,Consumer Services
1657,1657.HK,SG GROUP HOLDINGS LTD,Consumer Non-Durables
1815,1815.HK,CSMALL GROUP LTD,Retail Trade
8162,8162.HK,LOCO HONG KONG HOLDINGS LIMITED,Distribution Services
0343,0343.HK,CULTURECOM HOLDINGS,Commercial Services
1996,1996.HK,REDSUN PROPERTIES GROUP LTD,Finance
1920,1920.HK,HANDS FORM HOLDINGS LTD,Industrial Services
1020,1020.HK,CYBERNAUT INTL HLDGS CO LTD,Retail Trade
8019,8019.HK,HAO WEN HOLDINGS LIMITED,Finance
0532,0532.HK,WONG'S KONG KING INTERNATIONAL,Electronic Technology
0265,0265.HK,GANGYU SMART URBAN SERVICES HOLDING,Consumer Services
0114,0114.HK,HERALD HOLDINGS,Consumer Durables
6893,6893.HK,HIN SANG GP (INTL) HOLDING CO LTD,Health Technology
1402,1402.HK,I-CONTROL HOLDINGS LTD,Electronic Technology
0970,0970.HK,NEW SPARKLE ROLL INTERNATIONAL GRP,Retail Trade
6939,6939.HK,MEGAIN HLDG (CAYMAN) CO LTD,Electronic Technology
1181,1181.HK,TANG PALACE CHINA HLDGS LTD,Consumer Services
0994,0994.HK,CT VISION SL (INTL) HOLDINGS LTD,Industrial Services
8030,8030.HK,FENGYINHE HOLDINGS LTD,Finance
0180,0180.HK,KADER HOLDINGS CO,Consumer Durables
2439,2439.HK,CHINA TREASURES NEW MATERIALS GROUP,Producer Manufacturing
1148,1148.HK,XINCHEN CHINA POWER HOLDINGS LTD,Producer Manufacturing
2700,2700.HK,GREEN INTL HLDGS LTD,Health Services
1778,1778.HK,COLOUR LIFE SERVICES GROUP CO LTD,Finance
0684,0684.HK,ALLAN INTERNATIONAL HLDGS,Consumer Durables
3860,3860.HK,EPS CREATIVE HEALTH TECH GRP LTD,Consumer Non-Durables
0557,0557.HK,CHINA TIAN YUAN HEALTHCARE GP LTD,Consumer Services
1397,1397.HK,BAGUIO GREEN GROUP LIMITED,Commercial Services
0171,0171.HK,SILVER GRANT INTL HLDGS GP LTD,Finance
2262,2262.HK,STEVE LEUNG DESIGN GP LTD,Commercial Services
1612,1612.HK,VINCENT MEDICAL HOLDINGS LTD,Health Technology
0199,0199.HK,ITC PROPERTIES GROUP LIMITED,Finance
1008,1008.HK,LITU HOLDINGS LTD,Process Industries
0146,0146.HK,TAI PING CARPETS INTERNATIONAL,Consumer Durables
1498,1498.HK,PURAPHARM CORPORATION LIMITED,Health Technology
1663,1663.HK,SINO HARBOUR HOLDINGS GROUP LIMITED,Finance
2216,2216.HK,BRONCUS HOLDING CORPORATION,Health Technology
0731,0731.HK,C&D NEWIN PAPER & PULP CORP LTD,Process Industries
2293,2293.HK,BAMBOOS HEALTH CARE HOLDINGS LTD,Commercial Services
1260,1260.HK,WONDERFUL SKY FINL GP HLDGS LTD,Commercial Services
1538,1538.HK,ZHONG AO HOME GROUP LIMITED,Finance
1937,1937.HK,JIACHEN HLDG GROUP LTD,Producer Manufacturing
1667,1667.HK,DIMMI LIFE HOLDINGS LTD,Consumer Durables
0298,0298.HK,CHUANGS CHINA INVESTMENTS,Finance
0313,0313.HK,RICHLY FIELD CHINA DEVELOPMENT L,Finance
2203,2203.HK,BRAINHOLE TECHNOLOGY LTD,Electronic Technology
1027,1027.HK,CHINA JICHENG HOLDINGS LTD,Consumer Non-Durables
6119,6119.HK,TIAN YUAN GROUP HLDGS LTD,Transportation
1661,1661.HK,CHINA FRONTIER TECHNOLOGY GROUP,Consumer Services
1632,1632.HK,MINSHANG CREATIVE TECH HLDGS LTD,Distribution Services
3326,3326.HK,PERFECT GROUP INTL HLDGS LTD,Consumer Durables
2257,2257.HK,SIRNAOMICS LTD,Health Technology
3963,3963.HK,CHINA RONGZHONG FIN HLDGS CO LTD,Finance
8513,8513.HK,MAXWIN INTERNATIONAL HOLDINGS LTD,Producer Manufacturing
0042,0042.HK,NORTHEAST ELECTRIC DEVELOPMENT,Consumer Services
1570,1570.HK,WEIYE HOLDINGS LTD,Finance
8360,8360.HK,AL GROUP LTD,Commercial Services
0936,0936.HK,KAISA CAPITAL INVESTMENT HLDGS LTD,Finance
6038,6038.HK,G & M HOLDINGS LTD,Industrial Services
0613,0613.HK,PLANETREE INTERNATIONAL DEV LTD,Process Industries
0397,0397.HK,MINERVA GROUP HOLDING LTD,Finance
0905,0905.HK,WALNUT CAPITAL LTD,Finance
1480,1480.HK,YAN TAT GROUP HOLDINGS LIMITED,Electronic Technology
0120,0120.HK,COSMOPOLITAN INTERNATIONAL HLDGS,Finance
1222,1222.HK,WANG ON GROUP,Finance
0332,0332.HK,YUAN HENG GAS HOLDINGS LIMITED,Electronic Technology
0090,0090.HK,PUXING ENERGY LTD,Utilities
3889,3889.HK,GLOBAL SWEETENERS HOLDINGS LIMITED,Process Industries
1206,1206.HK,TECHNOVATOR INTL LTD,Electronic Technology
0629,0629.HK,YUE DA INTERNATIONAL HOLDINGS LTD,Finance
1957,1957.HK,MBV INTERNATIONAL LTD,Distribution Services
1046,1046.HK,UNIVERSE ENT & CULTURE GP CO LTD,Consumer Services
6839,6839.HK,YUNNAN WATER INVESTMENT CO LTD,Industrial Services
1669,1669.HK,GLOBAL INTL CREDIT GROUP LIMITED,Finance
8405,8405.HK,HANG CHI HOLDINGS LTD,Health Services
8512,8512.HK,HYFUSIN GROUP HLDGS LTD,Producer Manufacturing
2623,2623.HK,ADD NEW ENGY INV HLDGS GP LTD,Non-Energy Minerals
1527,1527.HK,ZHEJIANG TENGY ENVIR TECH CO LTD,Producer Manufacturing
1073,1073.HK,DA YU FINANCIAL HOLDINGS LTD,Finance
