code,tickers,name,industry
RELIANCE.NS,RELIANCE.NS,RELIANCE INDUSTRIES LTD,Energy Minerals
TCS.NS,TCS.NS,TATA CONSULTANCY SERVICES LTD.,Technology Services
HDFCBANK.NS,HDFCBANK.NS,HDFC BANK LTD,Finance
AIRTELPP.E1.NS,AIRTELPP.E1.NS,AIRTEL RS. 1.25 PPD UP,Communications
BHARTIARTL.NS,BHARTIARTL.NS,BHARTI AIRTEL LTD.,Communications
AIRTELPP.NS,AIRTELPP.NS,BHARTI AIRTEL LTD.,Communications
ICICIBANK.NS,ICICIBANK.NS,ICICI BANK LTD.,Finance
SBIN.NS,SBIN.NS,STATE BANK OF INDIA,Finance
INFY.NS,INFY.NS,INFOSYS LTD,Technology Services
ITC.NS,ITC.NS,ITC LTD,Consumer Non-Durables
HINDUNILVR.NS,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Consumer Non-Durables
LICI.NS,LICI.NS,LIFE INSURANCE CORPORATION OF,Finance
LT.NS,LT.NS,LARSEN & TOUBRO LTD.,Industrial Services
HCLTECH.NS,HCLTECH.NS,HCL TECHNOLOGIES LTD.,Technology Services
SUNPHARMA.NS,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Health Technology
BAJFINANCE.NS,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Finance
NTPC.NS,NTPC.NS,NTPC LTD,Utilities
AXISBANK.NS,AXISBANK.NS,AXIS BANK LTD,Finance
M_M.NS,M_M.NS,MAHINDRA & MAHINDRA LTD,Consumer Durables
MARUTI.NS,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Consumer Durables
KOTAKBANK.NS,KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD,Finance
ONGC.NS,ONGC.NS,OIL AND NATURAL GAS CORP.,Energy Minerals
ADANIENT.NS,ADANIENT.NS,ADANI ENTERPRISES LTD.,Distribution Services
ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRATECH CEMENT LTD.,Non-Energy Minerals
TATAMOTORS.NS,TATAMOTORS.NS,TATA MOTORS LTD,Consumer Durables
POWERGRID.NS,POWERGRID.NS,POWER GRID CORPORATION OF INDI,Utilities
ADANIPORTS.NS,ADANIPORTS.NS,ADANI PORTS AND SPECIAL ECONOM,Transportation
TITAN.NS,TITAN.NS,TITAN COMPANY LTD,Consumer Durables
HAL.NS,HAL.NS,HINDUSTAN AERONAUTICS LIMITED,Electronic Technology
WIPRO.NS,WIPRO.NS,WIPRO LTD,Technology Services
ASIANPAINT.NS,ASIANPAINT.NS,ASIAN PAINTS LTD,Process Industries
BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJ FINSERV LTD.,Finance
BAJAJ_AUTO.NS,BAJAJ_AUTO.NS,BAJAJ AUTO LTD,Consumer Durables
COALINDIA.NS,COALINDIA.NS,COAL INDIA LTD.,Energy Minerals
ADANIGREEN.NS,ADANIGREEN.NS,ADANI GREEN ENERGY LIMITED,Utilities
DMART.NS,DMART.NS,AVENUE SUPERMARTS LIMITED,Retail Trade
TRENT.NS,TRENT.NS,TRENT LTD.,Retail Trade
SIEMENS.NS,SIEMENS.NS,SIEMENS LTD,Producer Manufacturing
JSWSTEEL.NS,JSWSTEEL.NS,JSW STEEL LTD.,Non-Energy Minerals
HINDZINC.NS,HINDZINC.NS,HINDUSTAN ZINC LTD.,Non-Energy Minerals
ADANIPOWER.NS,ADANIPOWER.NS,ADANI POWER LTD,Utilities
NESTLEIND.NS,NESTLEIND.NS,NESTLE INDIA LTD,Consumer Non-Durables
ZOMATO.NS,ZOMATO.NS,ZOMATO LTD,Transportation
BEL.NS,BEL.NS,BHARAT ELECTRONICS LTD.,Electronic Technology
JIOFIN.NS,JIOFIN.NS,JIO FIN SERVICES LTD,Finance
IOC.NS,IOC.NS,INDIAN OIL CORP LTD,Energy Minerals
IRFC.NS,IRFC.NS,INDIAN RAILWAY FIN CORP L,Finance
DLF.NS,DLF.NS,DLF LTD.,Finance
VBL.NS,VBL.NS,VARUN BEVERAGES LTD,Consumer Non-Durables
TATASTEEL.NS,TATASTEEL.NS,TATA STEEL LTD,Non-Energy Minerals
VEDL.NS,VEDL.NS,VEDANTA LIMITED,Non-Energy Minerals
GRASIMPP1.E1.NS,GRASIMPP1.E1.NS,GRASIM RE. 1 PPD UP,Non-Energy Minerals
GRASIM.NS,GRASIM.NS,GRASIM INDUSTRIES LTD,Non-Energy Minerals
GRASIMPP.NS,GRASIMPP.NS,GRASIM INDUSTRIES LTD,Non-Energy Minerals
LTIM.NS,LTIM.NS,LTIMINDTREE LIMITED,Commercial Services
SBILIFE.NS,SBILIFE.NS,SBI LIFE INSURANCE COMPANY LIM,Finance
TECHM.NS,TECHM.NS,TECH MAHINDRA LTD.,Technology Services
PIDILITIND.NS,PIDILITIND.NS,PIDILITE INDUSTRIES LTD.,Process Industries
HINDALCO.NS,HINDALCO.NS,HINDALCO INDUSTRIES LTD,Non-Energy Minerals
HDFCLIFE.NS,HDFCLIFE.NS,HDFC LIFE INS CO LTD,Finance
DIVISLAB.NS,DIVISLAB.NS,DIVIS LABORATORIES LTD.,Health Technology
INDIGO.NS,INDIGO.NS,INTERGLOBE AVIATION LTD,Transportation
PFC.NS,PFC.NS,POWER FINANCE CORPORATION LTD.,Finance
ABB.NS,ABB.NS,ABB INDIA LTD,Producer Manufacturing
HYUNDAI.NS,HYUNDAI.NS,HYUNDAI MOTOR INDIA LIMITED,Consumer Durables
AMBUJACEM.NS,AMBUJACEM.NS,AMBUJA CEMENTS LTD,Non-Energy Minerals
TATAPOWER.NS,TATAPOWER.NS,TATA POWER CO.LTD.,Utilities
RECLTD.NS,RECLTD.NS,REC LTD,Finance
BRITANNIA.NS,BRITANNIA.NS,BRITANNIA INDUSTRIES LTD,Consumer Non-Durables
EICHERMOT.NS,EICHERMOT.NS,EICHER MOTORS LTD,Consumer Durables
BPCL.NS,BPCL.NS,BHARAT PETROLEUM CORPORATION L,Energy Minerals
BANKBARODA.NS,BANKBARODA.NS,BANK OF BARODA,Finance
GODREJCP.NS,GODREJCP.NS,GODREJ CONSUMER PRODUCTS,Consumer Non-Durables
MOTHERSON.NS,MOTHERSON.NS,SAMVRDHNA MTHRSN INTL LTD,Producer Manufacturing
CIPLA.NS,CIPLA.NS,CIPLA LTD.,Health Technology
GAIL.NS,GAIL.NS,GAIL (INDIA) LTD.,Utilities
ADANIENSOL.NS,ADANIENSOL.NS,ADANI ENERGY SOLUTION LTD,Utilities
PNB.NS,PNB.NS,PUNJAB NATIONAL BANK,Finance
SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAM FINANCE LIMITED,Finance
BAJAJHLDNG.NS,BAJAJHLDNG.NS,BAJAJ HOLDINGS & INVESTMENT LT,Finance
TVSMOTOR.NS,TVSMOTOR.NS,TVS MOTOR COMPANY LTD,Consumer Durables
LODHA.NS,LODHA.NS,MACROTECH DEVELOPERS LIMITED,Finance
JSWENERGY.NS,JSWENERGY.NS,JSW ENERGY LTD,Utilities
MANKIND.NS,MANKIND.NS,MANKIND PHARMA LIMITED,Health Technology
CHOLAFIN.NS,CHOLAFIN.NS,CHOLAMANDALAM INVESTMENT AND F,Finance
TORNTPHARM.NS,TORNTPHARM.NS,TORRENT PHARMACEUTICALS LTD.,Health Technology
CGPOWER.NS,CGPOWER.NS,CG POWER AND INDUSTRIAL SOLUTI,Producer Manufacturing
DRREDDY.NS,DRREDDY.NS,DR.REDDYS LABORATORIES LTD.,Health Technology
ICICIPRULI.NS,ICICIPRULI.NS,ICICI PRUDENTIAL LIFE INSURANC,Finance
BAJAJHFL.NS,BAJAJHFL.NS,BAJAJ HOUSING FINANCE LIMITED,Finance
UNITDSPR.NS,UNITDSPR.NS,UNITED SPIRITS LTD.,Consumer Non-Durables
BOSCHLTD.NS,BOSCHLTD.NS,BOSCH LTD.,Producer Manufacturing
HAVELLS.NS,HAVELLS.NS,HAVELLS INDIA LTD,Producer Manufacturing
IOB.NS,IOB.NS,INDIAN OVERSEAS BANK,Finance
MAXHEALTH.NS,MAXHEALTH.NS,MAX HEALTHCARE INS LTD,Health Services
APOLLOHOSP.NS,APOLLOHOSP.NS,APOLLO HOSPITALS ENTERPRISE LT,Health Services
WAAREEENER.NS,WAAREEENER.NS,WAAREE ENERGIES LTD,Electronic Technology
POLYCAB.NS,POLYCAB.NS,POLYCAB INDIA LTD,Producer Manufacturing
ZYDUSLIFE.NS,ZYDUSLIFE.NS,ZYDUS LIFESCIENCES LTD,Health Technology
LUPIN.NS,LUPIN.NS,LUPIN LTD,Health Technology
TATACONSUM.NS,TATACONSUM.NS,TATA CONSUMER PRODUCT LTD,Consumer Non-Durables
NAUKRI.NS,NAUKRI.NS,INFO EDGE (I) LTD,Technology Services
CUMMINSIND.NS,CUMMINSIND.NS,CUMMINS INDIA LTD,Producer Manufacturing
HEROMOTOCO.NS,HEROMOTOCO.NS,HERO MOTOCORP LTD.,Consumer Durables
JINDALSTEL.NS,JINDALSTEL.NS,JINDAL STEEL & POWER LTD,Non-Energy Minerals
INDHOTEL.NS,INDHOTEL.NS,THE INDIAN HOTELS CO. LTD,Consumer Services
OFSS.NS,OFSS.NS,ORACLE FINANCIAL SERVICES SOFT,Technology Services
ICICIGI.NS,ICICIGI.NS,ICICI LOMBARD GIC LTD,Finance
DABUR.NS,DABUR.NS,DABUR INDIA LTD,Consumer Non-Durables
RVNL.NS,RVNL.NS,RAIL VIKAS NIGAM LIMITED,Industrial Services
CANBK.NS,CANBK.NS,CANARA BANK,Finance
SUZLON.NS,SUZLON.NS,SUZLON ENERGY LTD,Producer Manufacturing
HDFCAMC.NS,HDFCAMC.NS,HDFC AMC LTD,Finance
SOLARINDS.NS,SOLARINDS.NS,SOLAR INDUSTRIES INDIA LTD.,Process Industries
INDUSTOWER.NS,INDUSTOWER.NS,INDUS TOWERS LIMITED,Finance
UNIONBANK.NS,UNIONBANK.NS,UNION BANK OF INDIA,Finance
IDBI.NS,IDBI.NS,IDBI BANK LTD.,Finance
SHREECEM.NS,SHREECEM.NS,SHREE CEMENT LTD.,Non-Energy Minerals
DIXON.NS,DIXON.NS,DIXON TECHNO (INDIA) LTD,Electronic Technology
INDUSINDBK.NS,INDUSINDBK.NS,INDUSIND BANK LTD,Finance
MAZDOCK.NS,MAZDOCK.NS,MAZAGON DOCK SHIPBUIL LTD,Producer Manufacturing
PERSISTENT.NS,PERSISTENT.NS,PERSISTENT SYSTEMS LTD.,Technology Services
GMRINFRA.NS,GMRINFRA.NS,GMR AIRPORTS INFRASTRUCTURE LI,Transportation
TORNTPOWER.NS,TORNTPOWER.NS,TORRENT POWER LTD.,Utilities
MARICO.NS,MARICO.NS,MARICO LTD.,Consumer Non-Durables
BHEL.NS,BHEL.NS,BHEL,Producer Manufacturing
COLPAL.NS,COLPAL.NS,COLGATE PALMOLIVE LTD.,Consumer Non-Durables
AUROPHARMA.NS,AUROPHARMA.NS,AUROBINDO PHARMA LTD.,Health Technology
TIINDIA.NS,TIINDIA.NS,TUBE INVEST OF INDIA LTD,Non-Energy Minerals
OIL.NS,OIL.NS,OIL INDIA LTD.,Energy Minerals
NHPC.NS,NHPC.NS,NHPC LTD.,Utilities
HINDPETRO.NS,HINDPETRO.NS,HINDUSTAN PETROLEUM CORP,Energy Minerals
ATGL.NS,ATGL.NS,ADANI TOTAL GAS LTD,Utilities
GODREJPROP.NS,GODREJPROP.NS,GODREJ PROPERTIES LTD,Finance
INDIANB.NS,INDIANB.NS,INDIAN BANK,Finance
MUTHOOTFIN.NS,MUTHOOTFIN.NS,MUTHOOT FINANCE LTD,Finance
POLICYBZR.NS,POLICYBZR.NS,PB FINTECH LIMITED,Technology Services
OBEROIRLTY.NS,OBEROIRLTY.NS,OBEROI REALTY LTD.,Finance
BHARTIHEXA.NS,BHARTIHEXA.NS,BHARTI HEXACOM LTD,Communications
PRESTIGE.NS,PRESTIGE.NS,PRESTIGE ESTATES PROJECTS LTD.,Finance
PIIND.NS,PIIND.NS,P.I.INDUSTRIES LTD.,Process Industries
NMDC.NS,NMDC.NS,NMDC LTD.,Non-Energy Minerals
SRF.NS,SRF.NS,SRF LTD.,Process Industries
BHARATFORG.NS,BHARATFORG.NS,BHARAT FORGE LTD,Producer Manufacturing
ALKEM.NS,ALKEM.NS,ALKEM LABORATORIES LTD.,Health Technology
KALYANKJIL.NS,KALYANKJIL.NS,KALYAN JEWELLERS IND LTD,Retail Trade
PATANJALI.NS,PATANJALI.NS,PATANJALI FOODS LTD,Process Industries
LINDEINDIA.NS,LINDEINDIA.NS,LINDE INDIA LTD,Process Industries
IRCTC.NS,IRCTC.NS,INDIAN RAIL TOUR CORP LTD,Consumer Services
SBICARD.NS,SBICARD.NS,SBI CARDS AND PAYMENT SERVICES,Finance
GICRE.NS,GICRE.NS,GENERAL INSURANCE CORPORATION,Finance
YESBANK.NS,YESBANK.NS,YES BANK LTD.,Finance
JSWINFRA.NS,JSWINFRA.NS,JSW INFRASTRUCTURE LTD,Industrial Services
BSE.NS,BSE.NS,BSE LTD,Finance
ABBOTINDIA.NS,ABBOTINDIA.NS,ABBOTT INDIA LTD,Health Technology
ASHOKLEY.NS,ASHOKLEY.NS,ASHOK LEYLAND LTD,Producer Manufacturing
BERGEPAINT.NS,BERGEPAINT.NS,BERGER PAINTS INDIA LTD.,Process Industries
THERMAX.NS,THERMAX.NS,THERMAX LTD.,Producer Manufacturing
POWERINDIA.NS,POWERINDIA.NS,HITACHI ENERGY INDIA LTD,Electronic Technology
JSL.NS,JSL.NS,JINDAL STAINLESS LTD.,Non-Energy Minerals
IDEA.NS,IDEA.NS,VODAFONE IDEA LIMITED,Communications
VOLTAS.NS,VOLTAS.NS,VOLTAS LTD,Producer Manufacturing
MOTILALOFS.NS,MOTILALOFS.NS,MOTILAL OSWAL FINANCIAL SERVIC,Technology Services
SUPREMEIND.NS,SUPREMEIND.NS,SUPREME INDUSTRIES LTD,Producer Manufacturing
FACT.NS,FACT.NS,FERTILIZERS & CHEMICALS TRAVAN,Process Industries
UCOBANK.NS,UCOBANK.NS,UCO BANK,Finance
IREDA.NS,IREDA.NS,INDIAN RENEWABLE ENERGY DEVELO,Finance
SUNDARMFIN.NS,SUNDARMFIN.NS,SUNDARAM FINANCE LTD.,Finance
UNOMINDA.NS,UNOMINDA.NS,UNO MINDA LIMITED,Producer Manufacturing
MPHASIS.NS,MPHASIS.NS,MPHASIS LTD,Technology Services
BALKRISIND.NS,BALKRISIND.NS,BALKRISHNA INDUSTRIES LTD.,Consumer Durables
SCHAEFFLER.NS,SCHAEFFLER.NS,SCHAEFFLER INDIA LTD,Producer Manufacturing
PHOENIXLTD.NS,PHOENIXLTD.NS,THE PHOENIX MILLS LTD,Finance
ESCORTS.NS,ESCORTS.NS,ESCORTS KUBOTA LTD,Producer Manufacturing
PREMIERENE.NS,PREMIERENE.NS,PREMIER ENERGIES LTD,Electronic Technology
ABCAPITAL.NS,ABCAPITAL.NS,ADITYA BIRLA CAPITAL LTD.,Finance
LTTS.NS,LTTS.NS,L&T TECHNOLOGY SERVICES LIMITE,Commercial Services
NYKAA.NS,NYKAA.NS,FSN E-COMMERCE VENTURES LIMITE,Retail Trade
PGHH.NS,PGHH.NS,P&G HYGIENE & HEALTH CARE,Consumer Non-Durables
UBL.NS,UBL.NS,UNITED BREWERIES LTD,Consumer Non-Durables
CONCOR.NS,CONCOR.NS,CONTAINER CORPORATION OF INDIA,Transportation
LLOYDSME.NS,LLOYDSME.NS,LLOYDS METALS AND ENERGY LTD.,Non-Energy Minerals
MRF.NS,MRF.NS,MRF LTD,Consumer Durables
COFORGE.NS,COFORGE.NS,COFORGE LTD,Technology Services
BANKINDIA.NS,BANKINDIA.NS,BANK OF INDIA,Finance
PETRONET.NS,PETRONET.NS,PETRONET LNG LTD.,Utilities
TATACOMM.NS,TATACOMM.NS,TATA COMMUNICATIONS LTD,Communications
CENTRALBK.NS,CENTRALBK.NS,CENTRAL BANK OF INDIA,Finance
FEDERALBNK.NS,FEDERALBNK.NS,FEDERAL BANK LTD,Finance
COROMANDEL.NS,COROMANDEL.NS,COROMANDEL INTERNTL. LTD,Process Industries
SAIL.NS,SAIL.NS,STEEL AUTHORITY OF INDIA,Non-Energy Minerals
GLENMARK.NS,GLENMARK.NS,GLENMARK PHARMACEUTICALS,Health Technology
PAYTM.NS,PAYTM.NS,ONE 97 COMMUNICATIONS LTD,Technology Services
IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFC FIRST BANK LTD,Finance
PAGEIND.NS,PAGEIND.NS,PAGE INDUSTRIES LTD.,Consumer Non-Durables
ALTIUSINVIT.NS,ALTIUSINVIT.NS,ALTIUS TELECOM INFRASTRUCTURE,Miscellaneous
ASTRAL.NS,ASTRAL.NS,ASTRAL LIMITED,Producer Manufacturing
FLUOROCHEM.NS,FLUOROCHEM.NS,GUJARAT FLUOROCHEMICALS LIMITE,Process Industries
FORTIS.NS,FORTIS.NS,FORTIS HEALTHCARE LTD,Health Services
GVT_D.NS,GVT_D.NS,GE VERNOVA T&D INDIA LTD,Producer Manufacturing
GVTD.NS,GVTD.NS,GE VERNOVA T&D INDIA LTD,Producer Manufacturing
AUBANK.NS,AUBANK.NS,AU SMALL FINANCE BANK LIMITED,Finance
NAM_INDIA.NS,NAM_INDIA.NS,NIPPON LIFE INDIA ASSET MANAGE,Finance
SJVN.NS,SJVN.NS,SJVN LTD,Utilities
HUDCO.NS,HUDCO.NS,HSG & URBAN DEV CORPN LTD,Finance
AWL.NS,AWL.NS,ADANI WILMAR LTD,Process Industries
GLAXO.NS,GLAXO.NS,GLAXOSMITHKLINE PHARMACEUTICAL,Health Technology
TATAELXSI.NS,TATAELXSI.NS,TATA ELXSI LTD,Technology Services
ACC.NS,ACC.NS,ACC LTD,Non-Energy Minerals
NATIONALUM.NS,NATIONALUM.NS,NATIONAL ALUMINIUM CO LTD,Non-Energy Minerals
MFSL.NS,MFSL.NS,MAX FINANCIAL SERV LTD,Finance
MAHABANK.NS,MAHABANK.NS,BANK OF MAHARASHTRA,Finance
SONACOMS.NS,SONACOMS.NS,SONA BLW PRECISION FORGINGS LI,Producer Manufacturing
UPL.NS,UPL.NS,UPL LTD,Process Industries
APLAPOLLO.NS,APLAPOLLO.NS,APL APOLLO TUBES LTD.,Non-Energy Minerals
TATATECH.NS,TATATECH.NS,TATA TECHNOLOGIES LTD,Technology Services
IPCALAB.NS,IPCALAB.NS,IPCA LABORATORIES LTD.,Health Technology
360ONE.NS,360ONE.NS,360 ONE WAM LIMITED,Finance
3MINDIA.NS,3MINDIA.NS,3M INDIA LTD.,Producer Manufacturing
HONAUT.NS,HONAUT.NS,HONEYWELL AUTOMATION IND,Electronic Technology
COCHINSHIP.NS,COCHINSHIP.NS,COCHIN SHIPYARD LTD,Producer Manufacturing
JUBLFOOD.NS,JUBLFOOD.NS,JUBILANT FOODWORKS LTD,Consumer Services
CRISIL.NS,CRISIL.NS,CRISIL LTD.,Technology Services
AJANTPHARM.NS,AJANTPHARM.NS,AJANTA PHARMA LTD,Health Technology
BLUESTARCO.NS,BLUESTARCO.NS,BLUE STAR LTD,Producer Manufacturing
KPITTECH.NS,KPITTECH.NS,KPIT TECHNOLOGIES LTD,Technology Services
BIOCON.NS,BIOCON.NS,BIOCON LTD.,Health Technology
APARINDS.NS,APARINDS.NS,APAR INDUSTRIES LTD.,Electronic Technology
BDL.NS,BDL.NS,BHARAT DYNAMICS LIMITED,Electronic Technology
EXIDEIND.NS,EXIDEIND.NS,EXIDE INDUSTRIES LTD,Producer Manufacturing
DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAK NITRITE LTD,Process Industries
PPLPHARMA.NS,PPLPHARMA.NS,PIRAMAL PHARMA LTD,Health Technology
LTF.NS,LTF.NS,L&T FINANCE LIMITED,Finance
BASF.NS,BASF.NS,BASF INDIA LTD,Process Industries
PSB.NS,PSB.NS,PUNJAB & SIND BANK,Finance
KEI.NS,KEI.NS,KEI INDUSTRIES LTD.,Producer Manufacturing
GODFRYPHLP.NS,GODFRYPHLP.NS,GODFREY PHILLIPS INDIA LTD.,Consumer Non-Durables
NLCINDIA.NS,NLCINDIA.NS,NLC INDIA LIMITED,Utilities
GUJGASLTD.NS,GUJGASLTD.NS,GUJARAT GAS LIMITED,Utilities
AIAENG.NS,AIAENG.NS,AIA ENGINEERING LTD.,Producer Manufacturing
SYNGENE.NS,SYNGENE.NS,SYNGENE INTERNATIONAL LTD,Commercial Services
LICHSGFIN.NS,LICHSGFIN.NS,LIC HOUSING FINANCE LTD.,Finance
GODREJIND.NS,GODREJIND.NS,GODREJ INDUSTRIES LTD,Process Industries
GILLETTE.NS,GILLETTE.NS,GILLETTE INDIA LTD,Consumer Non-Durables
M_MFIN.NS,M_MFIN.NS,MAHINDRA & MAHINDRA FINANCIAL,Finance
KAYNES.NS,KAYNES.NS,KAYNES TECHNOLOGY IND LTD,Electronic Technology
SUVENPHAR.NS,SUVENPHAR.NS,SUVEN PHARMACEUTICALS LIMITED,Producer Manufacturing
TATAINVEST.NS,TATAINVEST.NS,TATA INVESTMENT CORP LTD,Finance
MANYAVAR.NS,MANYAVAR.NS,VEDANT FASHIONS LIMITED,Retail Trade
DALBHARAT.NS,DALBHARAT.NS,DALMIA BHARAT LTD,Producer Manufacturing
ENDURANCE.NS,ENDURANCE.NS,ENDURANCE TECHNOLOGIES LIMITED,Producer Manufacturing
MCX.NS,MCX.NS,MULTI COMMODITY EXCHANGE,Finance
CHOLAHLDNG.NS,CHOLAHLDNG.NS,CHOLAMANDALAM FIN HOL LTD,Finance
OLAELEC.NS,OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,Consumer Durables
METROBRAND.NS,METROBRAND.NS,METRO BRANDS LIMITED,Retail Trade
ABFRL.NS,ABFRL.NS,ADITYA BIRLA FASHION & RT,Retail Trade
CDSL.NS,CDSL.NS,CENTRAL DEPO SER (I) LTD,Finance
FIRSTCRY.NS,FIRSTCRY.NS,BRAINBEES SOLUTIONS LIMITED,Retail Trade
RADICO.NS,RADICO.NS,RADICO KHAITAN LTD,Consumer Non-Durables
JKCEMENT.NS,JKCEMENT.NS,J.K.CEMENT LTD.,Non-Energy Minerals
NIACL.NS,NIACL.NS,THE NEW INDIA ASSU CO LTD,Finance
IRB.NS,IRB.NS,IRB INFRASTRUCTURE DEVELOPERS,Industrial Services
GODIGIT.NS,GODIGIT.NS,GO DIGIT GENERAL INSURANCE LIM,Finance
ABREL.NS,ABREL.NS,ADITYA BIRLA REAL EST LTD,Process Industries
KPRMILL.NS,KPRMILL.NS,K.P.R.MILL LIMITED,Consumer Non-Durables
APOLLOTYRE.NS,APOLLOTYRE.NS,APOLLO TYRES LTD,Consumer Durables
EMAMILTD.NS,EMAMILTD.NS,EMAMI LTD.,Consumer Non-Durables
BAYERCROP.NS,BAYERCROP.NS,BAYER CROPSCIENCE LTD.,Process Industries
GLAND.NS,GLAND.NS,GLAND PHARMA LTD,Health Technology
BRIGADE.NS,BRIGADE.NS,BRIGADE ENTER. LTD,Finance
SUNTV.NS,SUNTV.NS,SUN TV NETWORK LTD,Consumer Services
IGL.NS,IGL.NS,INDRAPRASTHA GAS LTD,Utilities
BANDHANBNK.NS,BANDHANBNK.NS,BANDHAN BANK LTD,Finance
HSCL.NS,HSCL.NS,HIMADRI SPECIALITY CHEM L,Process Industries
HINDCOPPER.NS,HINDCOPPER.NS,HINDUSTAN COPPER LTD.,Non-Energy Minerals
TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS LTD,Process Industries
JBCHEPHARM.NS,JBCHEPHARM.NS,J B CHEMICALS AND PHARMA,Health Technology
MRPL.NS,MRPL.NS,MANGALORE REFINERY & PETROCHEM,Energy Minerals
POONAWALLA.NS,POONAWALLA.NS,POONAWALLA FINCORP LTD,Finance
MEDANTA.NS,MEDANTA.NS,GLOBAL HEALTH LIMITED,Health Services
INOXWIND.NS,INOXWIND.NS,INOX WIND LIMITED,Producer Manufacturing
POLYMED.NS,POLYMED.NS,POLY MEDICURE LTD.,Health Technology
AIIL.NS,AIIL.NS,AUTHUM INVEST & INFRA LTD,Finance
MSUMI.NS,MSUMI.NS,MOTHERSON SUMI WRNG IND L,Producer Manufacturing
SUNDRMFAST.NS,SUNDRMFAST.NS,SUNDRAM FASTENERS LTD.,Producer Manufacturing
SUMICHEM.NS,SUMICHEM.NS,SUMITOMO CHEM INDIA LTD,Process Industries
STARHEALTH.NS,STARHEALTH.NS,STAR HEALTH & AL INS CO L,Finance
AEGISLOG.NS,AEGISLOG.NS,AEGIS LOGISTICS LTD.,Distribution Services
ISEC.NS,ISEC.NS,ICICI SECURITIES LIMITED,Finance
ZFCVINDIA.NS,ZFCVINDIA.NS,ZF COM VE CTR SYS IND LTD,Producer Manufacturing
EMCURE.NS,EMCURE.NS,EMCURE PHARMACEUTICALS LIMITED,Health Technology
CARBORUNIV.NS,CARBORUNIV.NS,CARBORUNDUM UNIVERSAL LTD.,Process Industries
LAURUSLABS.NS,LAURUSLABS.NS,LAURUS LABS LTD,Health Technology
ANGELONE.NS,ANGELONE.NS,ANGEL ONE LIMITED,Finance
DELHIVERY.NS,DELHIVERY.NS,DELHIVERY LIMITED,Transportation
NBCC.NS,NBCC.NS,NBCC (INDIA) LTD,Commercial Services
WHIRLPOOL.NS,WHIRLPOOL.NS,WHIRLPOOL OF INDIA LTD.,Consumer Durables
FSL.NS,FSL.NS,FIRSTSOURCE SOLU. LTD.,Commercial Services
TIMKEN.NS,TIMKEN.NS,TIMKEN INDIA LTD.,Producer Manufacturing
RATNAMANI.NS,RATNAMANI.NS,RATNAMANI MET & TUB LTD.,Non-Energy Minerals
LALPATHLAB.NS,LALPATHLAB.NS,DR. LAL PATH LABS LTD.,Health Services
ANANTRAJ.NS,ANANTRAJ.NS,ANANT RAJ LIMITED,Consumer Durables
PNBHOUSING.NS,PNBHOUSING.NS,PNB HOUSING FINANCE LIMITED,Finance
HATSUN.NS,HATSUN.NS,HATSUN AGRO PRODUCT LTD.,Consumer Non-Durables
NATCOPHARM.NS,NATCOPHARM.NS,NATCO PHARMA LTD.,Health Technology
KEC.NS,KEC.NS,KEC INTL. LTD,Industrial Services
TVSHLTD.NS,TVSHLTD.NS,TVS HOLDINGS LIMITED,Producer Manufacturing
NUVAMA.NS,NUVAMA.NS,NUVAMA WEALTH MANAGEMENT LIMIT,Finance
SKFINDIA.NS,SKFINDIA.NS,SKF INDIA LTD.,Producer Manufacturing
CROMPTON.NS,CROMPTON.NS,CROMPT GREA CON ELEC LTD,Producer Manufacturing
NH.NS,NH.NS,NARAYANA HRUDAYALAYA LTD.,Health Services
SHYAMMETL.NS,SHYAMMETL.NS,SHYAM METALICS AND ENERGY LIMI,Producer Manufacturing
JYOTICNC.NS,JYOTICNC.NS,JYOTI CNC AUTOMATION LIMITED,Producer Manufacturing
PEL.NS,PEL.NS,PIRAMAL ENTERPRISES LTD.,Finance
CESC.NS,CESC.NS,CESC LTD,Utilities
ARE_M.NS,ARE_M.NS,AMARA RAJA ENERGY & MOBILITY L,Producer Manufacturing
GRINDWELL.NS,GRINDWELL.NS,GRINDWELL NORTON LTD,Process Industries
PFIZER.NS,PFIZER.NS,PFIZER LTD,Health Technology
ABSLAMC.NS,ABSLAMC.NS,ADITYA BIRLA SUN LIFE AMC LIMI,Technology Services
ATUL.NS,ATUL.NS,ATUL LTD.,Process Industries
KANSAINER.NS,KANSAINER.NS,KANSAI NEROLAC PAINTS LTD,Process Industries
CAMS.NS,CAMS.NS,COMPUTER AGE MANAGEMENT SERVIC,Finance
EIHOTEL.NS,EIHOTEL.NS,EIH LTD.,Consumer Services
TEJASNET.NS,TEJASNET.NS,TEJAS NETWORKS LTD,Electronic Technology
